"Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz"	"Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.856.CEC_S172_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.CEC_S125_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.667.COL_S173_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.COL_S151_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.COL_S141_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz"	"Julianne.540.COL_S267_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.COL_S268_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.COL_S256_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.CEC_S279_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.COL_S283_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.838.COL_S128_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.COL_S149_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.923.COL_S135_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.924.COL_S143_L001_R1_001_F_filt.fastq.gz"
"PWY-7332"	1463.10757474597	438.086116298224	277.394137582286	235.615872879046	0	666.992152398298	41.8041287112386	602.241864206867	144.920844366799	819.31364787585	391.758467062825	220.7194718187	101.470221536643	470.21094768601	203.343386870667	1075.41071708456	293.302934727926	289.423892142377	222.699257864951	82.6227571081618	574.812535312673	214.96760764865	82.7338372127869	82.8648547797766	531.108328405296	180.704458820417	55.6293817746126	237.028573185592	1222.52373335402	348.49869126718	55.4772325077931	0	102.951209335889	492.103012760302	401.989527499667	270.0432094224	231.676395536814	318.256209845392	230.861290012554	231.879286571165	292.14703444674	190.32146493759	372.689983508233	413.660961793587	75.7487241045057	143.436559355959	332.953336199473	95.9841974053242	82.9439926240941	262.316594881089	410.872693691644	209.379095245042	352.440241054814	406.566387367068	663.615752254553	864.876421483409	1033.50642522388	1056.08082991814	210.201694801428	568.340914835738	1319.91090426596	149.032051961168	376.268795596609	431.965656609958	240.725419129137	109.983982125566	260.125330220317
"PWY-7371"	823.582159158563	213.5	184.5	252.29057591623	60.5	356.156646312823	245	535.212410611091	187.103305785124	592.914156186019	196	153.5	142.17	460.041590326127	113	512.5	108.215555555556	593.809275444037	171.14573110893	82.5	584.416521258889	328.47549770291	43	133.671324422843	121	227.5	296	336.5	172.270992366412	206	71	77.974025974026	115.5	352.264385842419	213.753974243294	275.615568862275	337.087775061125	277.321848739496	126.021686746988	110.5	309.772151898734	176.5	193.258741258741	557.644708796127	96.9191919191919	60	130	568.5	1279.5	459.429747530187	68.5876777251185	192.5	210.415525114155	249.495412844037	450.95432107668	378.414522287139	741.366575901974	177.394912199824	325.127201565558	230	437.800651091536	180.5	186	221	134.753948967193	203.28038897893	164.599589322382
"PWY-7374"	810.861241473769	213.5	184.5	251.369327073552	60.5	355.089210452374	245	510.301804186851	182.282608695652	568.080521528722	196	153.5	142.17	455.76617294707	113	512.5	106.698071866784	591.674110905107	170.077530719719	82.5	580.816961374532	326.873666565072	43	132.384476534296	121	227.5	296	336.5	169.287029459902	203.970443349754	71	77.1722365038561	115.5	347.253966280334	211.620926953974	274.563350035791	335.64344142565	270.76878897276	122.251051893408	110.5	302.40985882114	174.465417867435	191.120331950207	549.408303010585	96.1422845691383	60	130	566.893216746158	1279.5	456.224656638326	67.943661971831	192.5	207.385238523852	247.677595628415	448.959442843269	376.433274930495	732.255011345172	165.801987924776	318.052717156197	230	435.664875371598	180.5	186	221	133.843229543809	200.304280657841	162.728380024361
"PWY-7376"	0	0	23.2661120004766	0	0	0	0	0	0	28.9453716345677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82498698140948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71520360139623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7377"	46.4200226172442	0	507.11999374921	0	0	0	0	0	0	0	26.3711057874643	26.3410219674003	0	0	0	109.55350845472	0	0	661.908739192901	367.117596042235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.4201617731789	0	0	0	1339.40766985611	817.764491614404	0	72.2684929685722	0	0	0	0	0	0	12.8250713372533	0	26.4642424886774	0	52.7267654364991	0	0	0	0	0	72.615977304905	39.1243696877891	0	19.8674026122346	0	0	0
"PWY-7392"	12610.6577400464	4530.37521897628	7983.49727753407	5553.60526476916	3694.51626682266	7876.44003819907	6886.74164247868	7522.33008948041	6856.52512580392	11789.713621158	6161.96296729515	9602.37223581227	2531.24922994054	6550.00787726522	5634.35896121537	6619.97928559176	4528.86986510013	6549.62060817987	5372.98314666431	4366.35357960477	6087.44382737731	4867.28132904583	3031.86519353103	4575.83580876741	4701.59617854059	3514.75599463821	7431.6428378116	5543.05784110974	5543.89580279697	6890.01776698437	4533.19850845069	6042.10514975559	4700.86129331915	4953.09068831868	5793.17551720614	5672.29008611865	6509.59517155806	7449.42280499472	5950.74875065229	6155.72420450448	7928.48965080679	5150.10749673558	3723.17103805085	11602.4460805039	3464.85103153611	3596.14787644034	3802.14980407227	3800.42691969782	5390.11397176233	5575.84464489658	4320.98666301188	5260.64105238055	7869.64773477449	5099.02072916221	8350.39490434983	7599.51316352479	7690.69386480845	6968.49960535376	5730.59358358662	4421.98185674464	4310.54514164839	3012.18565980194	4975.59857009995	5664.96275070403	4331.749825432	5227.75861921549	4801.07911196374
"PWY-7400"	15419.5648938845	9682.82254365881	7297.76808880588	7211.16353367398	2617.45518360417	8196.9320140169	5325.64684425579	12535.9352373524	5270.64752025621	14754.580854135	6171.63108476407	8235.06773101496	3708.60459402543	7710.89556796396	3794.2177800486	7675.19952076163	3615.93643120363	10659.0270002146	5617.90644612491	4218.19941384346	8617.5878225482	7335.36453167759	2093.98896734226	3282.82356683051	4200.14937230865	4916.46263668827	11391.9302277579	4779.68783056953	5448.22533922573	7058.25515044291	4037.66295886364	4706.91340952834	5559.79722854347	6777.07634564853	6461.40886310661	6000.66668365717	6993.31193273266	7893.91086730047	5881.61271569185	4952.33915267585	7958.75475689764	4520.66485126523	4807.23963294369	12720.5014201612	2376.45268448298	2369.83208239145	3870.05430449145	4218.89398531778	5711.45698950249	7036.19381525645	4606.97859808618	6349.25272882922	7682.61250327601	6949.14130896621	9394.75914585266	7066.02362729479	10709.1463019584	9868.08077104672	6896.40823884563	7900.76905860709	12449.0988061011	4423.06400871006	4299.14892424712	6484.69144980871	4272.18470726218	5223.95850752599	5244.19429315879
"PWY-7431"	0	0	7.42593111556154	0	0	0	0	0	31.4110082842231	7.92487424929292	0	21.0343091762215	0	0	0	0	0	0	0	0	0	0	0	0	0	0.439985072969739	0	1.10426562295535	0	0	0	0	0	0	0	13.5083829449432	0	0	0	0	17.488866186994	0	0	0	0	0	0	0	1.33322001978455	0	0	0	0	0	0	0	0	0	18.9708888803313	0	0	0	0	33.3037770877759	21.5357990579384	0	0
"PWY-7446"	0	0	0	0	0	1.10631751227496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.29	19.71	0	0	0	0	0	0	0	0	0
"PWY-7456"	1578.87026932277	276.605105668212	966.461869277375	428.63882850612	58.4708977034916	1355.03989127459	76.4461079715193	477.822001070915	742.985024015026	2733.94072001585	321.221796438746	592.674269133058	320.30168847371	584.550216931171	895.264521256693	1892.74044928114	912.164331946906	329.854215397587	395.359058773687	371.620634811012	1179.09970824161	364.74705661255	477.453404823932	421.243030481837	463.569146264155	137.566959916177	101.470052262729	277.262484692136	549.082932885001	188.626694230098	77.1852715327841	254.378212152513	338.447365355165	392.757145377309	200.023528687001	822.631800023034	654.55829462026	943.408774227574	677.994567382396	246.669927636188	660.64945084715	299.182984178276	365.871190818483	1275.4202985624	346.947055314416	293.545973341091	206.485298887693	546.517017629604	433.810648125488	234.794649483437	1348.69560087013	677.630883820489	696.859193863335	624.777261989353	1239.69076989755	984.591961887874	5839.48911670704	6001.36045891524	797.219950105845	752.571870027419	1710.20887476304	579.355349213761	417.253250351258	868.708795705357	610.083882663629	364.303498136204	648.878643079205
"PWY-7539"	11515.7419092339	6901.70064302064	9537.20292733536	5967.37126182692	2883.42826976557	7318.27407560106	4909.3934242232	6494.41251939879	3956.98875199057	11030.8243686597	5287.33629101438	7024.88207767977	3016.97401959317	7655.2316409732	5743.34682683677	7297.07229716236	3422.95150915414	6046.71039206433	5645.60859438572	4625.9964064133	6284.79658333102	4599.66697571359	2234.29054569583	3748.98336606491	3403.81703052779	3161.00750602059	7275.80611215682	4341.98203180393	3848.22428094931	5881.75931887396	3480.27695743896	4184.63230471516	4979.36992516552	5516.06353846836	4976.00067973187	4937.19878504995	5612.04287044467	5378.62599668005	4554.38782440741	4068.09233135323	7126.22958635234	4608.04047909501	3322.3293348136	11125.2465179536	2943.50106457147	2274.22579914196	3044.07032700725	3216.96893772088	3945.85098739542	5324.05008176063	4373.95945829234	4990.0208045561	4675.430235868	5237.88092703494	7995.83661105342	6022.22256209653	10384.5582778186	9929.24958402867	5888.5559986011	6035.97161138005	8660.04062569792	3006.34812754114	3408.6015281858	4530.1417540378	3235.5273303654	4762.6193316253	4891.24362097637
"PWY-7560"	17126.2232442245	12056.121794236	11860.2429423728	8041.20597577042	3280.45709238383	9554.18334957425	6761.14457790029	14081.6556394092	6379.4860975306	16561.1693642302	6984.42836377211	8788.79238183382	4583.70723728144	9649.27753569171	6190.22585762255	9405.43759846194	4277.28992340297	11425.7857570957	6706.48298613215	5280.20424945677	9800.86737123088	8265.60065216311	2676.00662669147	4500.95946090927	5047.37861338781	5399.95444512445	12690.7069606691	5572.7363631274	6160.45466103251	7916.48414780068	4481.17782114409	6238.41724643648	6393.83507691334	7843.15325972254	7138.44354517275	7832.62905517107	8984.19240374579	8965.41883248883	6934.61997730361	5694.79577052426	9834.50067257118	5816.99966084425	5496.18801514199	14866.5461816183	3312.92659844007	3266.76090766137	4731.1016459271	5186.75917712745	6639.46197233728	7961.7377850501	6088.54710976909	7138.66212718953	7389.91927666186	7691.59612905001	10677.009251012	8047.29420078248	12754.8973308401	11813.2837609589	8118.56144639547	8916.87876865647	14281.3242433361	5110.99244603444	5001.76607441855	6809.56262268346	4561.64892733279	6202.22430889036	6333.41900386923
"PWY-7616"	0	0	0	0	0	0	0	0	0	5.80603222485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7663"	23369.9703392419	13586.2291146497	14984.8175499469	11170.4261001035	8118.34769966188	13381.4605186823	12148.8572106813	17519.0085543093	12397.5063017955	21714.0173782441	10726.9267031378	17724.3016282244	5507.13730320992	12562.1339030002	9487.24557000145	12382.19939639	8011.60537255648	14293.7383088281	8775.20184183252	6878.8686022217	12330.8881396802	10279.65887237	6045.41927717944	7261.09411467085	7630.43455524791	6988.31460295173	15295.1283493765	9115.96116877324	9140.24464028571	12156.7010821458	8025.76125622109	9710.4389283511	8123.35247323551	9927.54955040089	10158.8438950274	10275.2583834529	11800.4849011741	12922.0181488595	10357.6781590991	11261.642629402	12886.6130120089	8071.33546725572	7102.99969033281	20510.395343341	5605.47416618332	6217.15937206766	6561.21281141387	6023.39713214133	7292.70243064064	10697.2890263062	7232.33044763751	9891.98223459071	14266.645147231	10184.3517296983	15375.6057600948	12823.2816988246	16903.7642556983	15849.2225396491	9965.36704517664	10922.1770427114	16357.4181455907	5810.42490452137	8404.29003849934	10184.755222597	7616.36321086849	8855.68186680471	8849.04495838249
"PWY-7664"	301.820245323011	0	20.9799740098931	81.1428312538557	0	162.985668454426	0	92.7611431829121	227.732118254299	462.510438125485	68.2988139745059	96.2376866894639	0	59.6550668898838	73.8024215549955	216.123772143441	93.3909029030085	80.5369928685277	82.0663335126173	0	122.361193388029	0	60.8250023825142	12.2358006347852	93.3589248988695	29.3151784590401	91.6711745157111	123.470203946398	75.5203494454792	196.242822262585	92.7087939228193	100.772575912372	0	46.0527223292858	26.2033354888535	253.908434255546	271.775320752955	137.929915561924	99.092632786991	154.96379546118	99.9146903248885	83.0550490531431	45.9946086663672	167.061199673903	20.9457918988063	243.484814822201	168.475492128074	114.001529534391	117.344015824971	137.031799264046	378.528479318408	135.221183169466	39.1259394358363	115.643841206396	300.080954309713	220.306080676784	3168.86359366788	3135.68487479131	123.885426722301	231.099852890077	218.487859778	224.864177127839	197.634944315961	114.264412637387	99.5470325151426	89.3250672400402	96.2226707345002
"PWY-841"	13057.9063770689	3719.17589411892	7637.21036148064	6084.52245182986	6663.17692688467	8927.45833549492	9417.41962733415	6833.0300133094	9438.42316488593	13462.7896477528	7798.18429162847	14747.9800588095	2335.73259146785	6690.72174345445	6633.04325064672	7797.70195734445	6602.17773132467	6375.13372581344	5324.77544754188	4337.96795366189	6153.33001797429	4995.24487292141	5353.66274218859	5507.64066247417	5252.51117538761	3580.87833161043	5353.40827440618	5713.02695756104	6168.80875761434	7709.0558512175	5800.59562698425	6858.87988450246	3777.46996308983	5097.14878575268	6238.09371867912	5508.78431928501	6164.26593443873	9370.78340178333	7470.95610044885	9195.62552638695	7211.8708269222	5095.24208116858	3637.00400049699	13282.8629402651	4235.74507568464	4492.02081331924	3509.22235971855	3749.71526298597	5493.37921171308	6240.93970557684	5798.60797647454	6278.30065408782	11461.7626477978	5991.82754197495	10499.7586743475	8757.47579282201	14588.6801393315	13916.363458168	4979.87279346786	5078.256681405	6266.52648270316	3379.51189863483	5943.12865799946	6985.31211663115	5782.07188028928	5493.02912248507	5413.69529329636
"PWY-922"	5064.58438903389	1112.80318978014	3052.80172911906	2164.14915130607	3564.16113526965	3809.11676440004	4003.30071747389	2351.40484222189	5319.04014040037	4541.18337841995	3227.5257668488	7737.58495962747	779.465554484995	2375.39281488232	3081.91119547894	2237.39200613879	2826.49717135328	2236.47865172286	2512.59337783459	2139.7725080857	2106.151143344	1456.06237330274	2609.06087964718	3113.9353937062	2825.41199041888	1334.11782305995	2605.81901537089	3866.82802031059	3145.05426193076	3623.21040647985	3009.64042377478	3845.28388130147	2023.36313427628	1624.47371355773	2721.12553091579	2242.89762690677	2586.42097606453	3422.34325158739	2914.77988824842	4115.40922965746	3703.78964817944	2800.16642993642	1428.67129743004	5010.44631697531	2471.42227751387	3183.39471373812	1780.99251530054	1155.06034495813	1562.61385863576	2208.32244709418	1686.95899071059	2120.86157077405	5355.6898321548	1812.65985346094	3438.18376207793	4547.74287415336	1431.36876332865	1515.47413922485	2231.1503832632	1237.03199500194	789.222825963008	898.250917759593	3328.2751036835	2692.50246080732	2419.18095137252	2633.43525253149	2114.2516138599
"PWY0-1061"	1654.93062910545	401.835762356223	390.200099603571	841.088481276288	254.410016944057	836.083902742088	550.140415647853	848.956636097874	317.499851244833	1189.66855369711	509.650868667274	893.435128891158	391.395151045018	1004.46253421411	631.958893772924	859.684252427823	1017.29703234698	340.175469306059	188.398667795687	204.149744759603	807.959250085074	646.94460598607	290.37995720769	402.851441906796	827.131445598145	287.811725479789	591.647083493954	584.235926211432	1066.23083147677	444.905216254717	275.698027528667	944.215941350767	486.939195937528	463.478121047753	467.673117740639	237.439446403742	356.821125772377	1003.48801787567	876.312153712611	261.457512977666	862.664394454261	415.233866635624	453.783043504907	1292.56449139738	190.770552373081	134.347772086027	158.432201748109	413.284858991782	498.847618756578	441.731190360189	747.475032812221	1095.94286922275	621.097129136186	1079.40841096776	1943.82978117102	571.278797447668	5108.86283598158	4824.29342537725	985.696069551904	428.585196783194	1569.28976675669	547.054431950881	434.031278354899	515.678457782528	362.102296095504	557.343443532848	399.069833131527
"PWY0-1241"	688.674971713636	197.34481824297	116.006402673679	194.118336739175	20.9223540333514	133.232124140751	249.813085903874	194.733679304992	66.9046357890961	710.587528013385	305.505782771686	278.755784615496	166.611175119971	465.37198135973	242.989158994275	852.793190584543	480.529299168469	130.919008732144	182.650010275524	73.2837798066473	178.935576563173	392.99119522651	35.1670296733931	141.328575102693	368.576548328088	77.8582437618177	166.159825845611	74.5423448405206	529.866202838126	82.8532540509284	34.2125641179699	68.2995828867986	104.154308889716	407.902827792683	185.62620476989	307.609456962349	356.435107652562	417.152672754848	216.271370481082	72.0725237614979	362.730755675482	214.562111227799	112.068907546767	467.244298964071	33.2449973986931	19.3186820492666	135.270729913821	747.220408229152	1508.0766332502	169.917071480108	347.503212245446	174.155480784221	156.200462700313	221.04048823441	403.484571747552	302.375893708681	2990.58433580248	2169.5984780322	321.546066277556	197.58441925977	329.797230539887	356.72707343756	92.0075030820338	186.498639472014	112.667587518067	132.273246085582	84.0490971590152
"PWY0-1261"	5211.68739411397	905.416116537308	1504.16077635973	607.795807196623	704.063064948478	1922.01891811588	1452.49877735409	2522.89172008202	1653.49517585816	4587.01347013355	1642.20677837797	2907.93967437405	121.999638890055	2429.55842048727	1775.9354268133	1860.63267409038	1606.72033728054	788.972482098228	2865.12648385227	2376.86670066142	1568.27316617245	1237.59652634176	870.375184392385	626.743089159158	620.450914732272	347.83925045531	373.367628475203	811.033576809343	490.46442927189	786.861202741112	610.913673321588	2006.39019312282	1074.72992227193	1779.1427654196	1636.39390719328	1453.89040870654	2225.05268020565	2514.58457486108	2045.3154289326	666.019886145459	2180.23111759745	2177.14388727159	1061.31092261655	2760.301364398	521.62779828315	561.698441533772	631.60004075268	924.041493593837	1193.12024161734	1377.78452624458	1745.12135570192	1437.32670051417	1989.50686042793	1660.43365242584	2549.31533261413	2004.20219663749	4295.05594678872	4272.879433937	2858.18089146165	508.610369154542	3259.05637076344	838.745568359233	1497.16944593952	1077.50382645813	877.988889896101	2002.47363682926	1309.78834594153
"PWY0-1277"	0	0	0	0	0	8.13150669103425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4302761595666	3.26353077817852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5552438293308	40.3269177832015	0	0	0	0	0	0	0	0	0
"PWY0-1296"	18883.6364568384	10233.9424230047	9201.87369942164	9958.21290756559	7203.23908743169	9559.8541125405	9088.86330191869	15646.4645710277	10807.7213372828	15344.6933172053	8198.5737986887	14362.0830332287	4156.91986650699	10050.63569492	6606.5798044012	9017.24328462837	5892.47125593941	11341.8274326418	5888.94759094965	4456.10386299977	9204.44707052207	8113.28061583423	4623.34806591205	5332.38230218869	6410.59712109239	5545.69026293672	12389.7047547355	6825.38899576861	8446.27886761919	10847.5825015948	7304.35959221148	8144.34705909263	8593.86292529689	7195.09161562667	7807.4975137502	8867.86650917225	10131.3096360684	10335.3635319837	8029.48349821176	9397.32297347527	10466.4599348659	5942.98767392858	5664.47258484611	17709.1585759278	4305.48786869059	5174.62240583584	6171.8045593713	4727.08274530058	5537.38109409237	8281.11919837623	5855.22373310151	7674.58384038018	11450.2756341385	7847.46112548312	10935.6883380431	11232.0073511419	8213.54103977139	8123.36402159543	6960.42204038225	8324.79092557552	12172.9005581235	5294.52399707315	6796.726126821	8831.30390372046	6449.53973448253	6525.5501856343	6397.34538636187
"PWY0-1297"	15746.6731448578	6575.14393900702	7116.28612018666	6639.14170216196	6239.12339108174	8187.00831264304	8122.16531241169	12466.3716200905	9649.30071520523	11616.1059449714	6309.24544903615	12488.0292154084	2919.24394115241	6705.93890596372	5496.27915868726	6634.63462263005	5402.13823423139	7986.12662357196	4925.78582301846	3930.30308234839	7351.3382832379	6660.84133054197	4557.83877961846	5002.25016607468	5455.14899363973	3900.19860076323	9003.46215887073	6190.0277193746	6678.98452622899	8225.03289378224	5877.24088551475	7618.4755955911	5617.03189666056	5364.15369145246	6237.4274701311	6797.03635975791	7916.61124597246	8511.81885287929	6820.56591817208	8202.46247323455	8808.28687315873	5421.04937644441	4647.50123368184	13089.1353502997	3988.6465772564	5056.41054885612	4893.39233090161	3579.18173845168	3899.54007463363	6025.43965368816	3959.95153843992	5930.47165305854	10096.4434585224	5731.84827690641	8825.31036517342	8887.82601035701	7177.84027234601	7138.03284095866	5660.43429203108	5544.78083978352	8865.36517054357	3599.07698832528	5891.36353018226	6704.58271568065	5254.16850451458	5459.78118472027	5033.24176442386
"PWY0-1298"	15339.1632288908	6814.39909128268	7243.12357934367	6587.65633412847	5977.13859122973	8194.99376045416	7650.54324471095	12171.5491598419	8769.43481346346	11729.1377596478	6266.46016838397	11864.7850691373	2952.89825922994	6660.09910302291	5397.27472096779	6520.25396436221	4928.96689387007	8203.03974250635	4979.74944765102	3942.82246866231	7415.59620178536	6634.80638574778	4202.5288895695	4806.61082615748	5269.64578152856	3958.53194096943	9328.16125885623	6308.33801315633	6382.09369405161	7992.05478144915	5516.67776616022	6967.56437054005	5439.30701112287	5389.02969081353	6183.76719307993	6560.51140044524	7628.72961760982	8106.02364124064	6498.85101398231	7575.29478622808	8535.50683478452	5243.31737561239	4617.16568368426	12438.5969099049	3777.79649009684	4411.4306168156	4660.09811465918	3431.03398829753	3715.5569938336	5999.74351421636	3958.64778367575	5809.20558140797	9449.72998831329	5696.76231234302	8643.80832219348	8469.21515999346	6771.16233469882	6699.61075134076	5741.30433233656	5631.6811556328	8936.90345306058	3601.95727361122	5635.03611888642	6355.54020593485	4872.0587038306	5448.83187430248	5058.59168284021
"PWY0-1319"	23902.4364172097	14193.6783490054	14326.6290465551	10838.7510524002	7733.92521667337	13666.5885476815	11902.2505002459	18210.7115276445	12285.2166664869	22150.1048464748	10503.0751776801	17747.346758708	5678.94966366324	12311.0718786785	8963.63881509019	12171.7108287081	7969.45917963161	15076.1253608197	9462.70638389855	7581.03955290891	12775.9011658146	10657.4705456754	6343.84514108478	7795.661590795	8078.54823680003	7270.35168468838	16735.6492271388	9788.26892623278	9695.01222939941	12126.9885784887	8034.56384257743	10346.2406958841	9003.43574718516	10044.7596721931	10431.8355778692	10533.9982833237	12159.1015252873	13163.1318136063	10385.9522168613	11220.8885231445	14006.9371750632	8751.77264674892	7388.92246948562	20803.8788104623	5976.30442922751	6632.46468696633	6898.04958426009	6527.36291666346	8250.94644087648	10773.944295178	6904.15482233845	9901.59591116783	14638.1723993215	10233.4254195295	14908.9481463715	13121.8166086819	13903.6648879714	12664.1924272352	10904.4297364538	10906.3562887966	16657.4475502167	6188.03761961145	8568.9607685759	10205.2468447301	7617.29572143654	9102.1463993023	8683.96343122461
"PWY0-1338"	0	0	0	0	0	2.14623786746868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8871025355742	7.21289102052707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96044076265022	0	0	0	0	0	0	0	38.0631634462492	30.2822657893331	0	0	0	0	0	0	0	0	0
"PWY0-1415"	160.314867661357	46.8413979876162	205.829046568746	34.1145145086367	26.0795673583084	238.232172588037	247.039399350578	69.8735352936161	63.4499232620219	562.433138961681	281.566710086253	613.886052821207	26.2740958043573	225.761763944472	247.947015171939	53.376245315287	58.4366174568203	35.6954915281987	43.4246460017886	34.8413610584818	87.603330014846	75.2794826363704	85.1929128886919	101.506760294625	18.7656513995363	25.9605493168557	20.9201835990379	49.0473081945846	28.3798117932392	14.0011347274134	0	8.87358835044835	20.3235451968077	34.8971971348091	41.3383784381639	80.7617869625636	70.2241523633432	79.9761725748472	83.2817263941242	53.8287687363221	33.8559166611412	50.7970378894009	75.0185671568284	122.051772599273	70.2056813066607	63.8793191378238	36.4583493758964	41.1963135498472	32.5678549918443	57.0633357906669	204.972764256739	70.2808943880959	14.3167727209964	74.4561148811888	200.946384008597	66.3458119407221	689.022313308984	617.286073612543	37.441350638279	39.3751587714556	239.293441413242	65.296456075835	57.1007847650905	62.8721036347493	38.6202212196647	80.323486341303	180.065358460183
