Date of Experiment_Day_1,Date of Experiment_Day_1,Date_Imaged,Date_Imaged_GFAP,MouseID,Cohort,Genotype,Sex,Well_ID,Plate (X of X for the week),"Section (A,B,C,D,E,F)",Category,Slice ,Count,Total Area,Average Size,%Area,Mean,IntDen,Particle_Size,Threshold,Comments
,11.02.23,4.2.24,4.2.24,579,Two,HET,,,,,,P3_D_1102.23_Ms_GFAP_Stitch.tif,54,310,5.741,0.018,255,1463.889,,,
,11.02.23,4.2.24,4.2.24,579,Two,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,4.2.24,4.2.24,579,Two,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,4.2.24,4.2.24,579,Two,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,P2_F_1102.23_Ms_GFAP_Stitch.tif,358,1345,3.757,0.125,255,958.031,,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,P2_F_1102.23_Ms_GFAP_Stitch.tif,345,767,2.223,0.072,255,566.913,,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,P2_F_1102.23_Ms_GFAP_Stitch.tif,58,353,6.086,0.033,255,1551.983,,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,P2_E_1102.23_Ms_GFAP_Stitch.tif,344,1406,4.087,0.084,255,1042.238,50,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,P2_E_1102.23_Ms_GFAP_Stitch.tif,325,693,2.132,0.042,255,543.738,,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,P2_E_1102.23_Ms_GFAP_Stitch.tif,51,306,6,0.018,255,1530,,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,P2_E_1102.23_Ms_GFAP_Stitch.tif,185,687,3.714,0.068,255,946.946,,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,P2_E_1102.23_Ms_GFAP_Stitch.tif,170,359,2.112,0.035,255,538.5,,,
,11.02.23,4.2.24,4.2.24,899,Three,MUT,,,,,,P2_E_1102.23_Ms_GFAP_Stitch.tif,26,164,6.308,0.016,255,1608.462,,,
,11.02.23,4.2.24,4.2.24,872,Three,HET,,,,,,P2_D_1102.23_Ms_GFAP_Stitch.tif,137,318,2.321,0.024,255,591.898,,,
,11.02.23,4.2.24,4.2.24,872,Three,HET,,,,,,P2_D_1102.23_Ms_GFAP_Stitch.tif,132,244,1.848,0.019,255,471.364,,,
,11.02.23,4.2.24,4.2.24,872,Three,HET,,,,,,P2_D_1102.23_Ms_GFAP_Stitch.tif,16,84,5.25,0.006,255,1338.75,,,
,11.02.23,4.2.24,4.2.24,872,Three,HET,,,,,,P2_D_1102.23_Ms_GFAP_Stitch.tif,334,1140,3.413,0.065,255,870.359,,,
,11.02.23,4.2.24,4.2.24,872,Three,HET,,,,,,P2_D_1102.23_Ms_GFAP_Stitch.tif,315,671,2.13,0.038,255,543.19,,,
,11.02.23,4.2.24,4.2.24,872,Three,HET,,,,,,P2_D_1102.23_Ms_GFAP_Stitch.tif,57,314,5.509,0.018,255,1404.737,,,
,11.02.23,4.2.24,4.2.24,924,Three,WT,,,,,,P2_B_1102.23_Ms_GFAP_Stitch.tif,185,485,2.622,0.047,255,668.514,,,
,11.02.23,4.2.24,4.2.24,924,Three,WT,,,,,,P2_B_1102.23_Ms_GFAP_Stitch.tif,178,347,1.949,0.034,255,497.107,,,
,11.02.23,4.2.24,4.2.24,924,Three,WT,,,,,,P2_B_1102.23_Ms_GFAP_Stitch.tif,25,141,5.64,0.014,255,1438.2,,,
,11.02.23,4.2.24,4.2.24,924,Three,WT,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,4.2.24,4.2.24,924,Three,WT,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,4.2.24,4.2.24,924,Three,WT,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.02.23,4.6.24,4.6.24,835,Two,MUT,,,,,,P3_F_1102.23_Ms_GFAP_Stitch.tif,80,161,2.013,0.021,255,513.188,,,
,11.02.23,4.6.24,4.6.24,835,Two,MUT,,,,,,P3_F_1102.23_Ms_GFAP_Stitch.tif,78,129,1.654,0.017,255,421.731,,,
,11.02.23,4.6.24,4.6.24,835,Two,MUT,,,,,,P3_F_1102.23_Ms_GFAP_Stitch.tif,6,32,5.333,0.004,255,1360,,,
,11.02.23,4.6.24,4.6.24,835,Two,MUT,,,,,,P3_F_1102.23_Ms_GFAP_Stitch.tif,102,189,1.853,0.015,255,472.5,,,
,11.02.23,4.6.24,4.6.24,835,Two,MUT,,,,,,P3_F_1102.23_Ms_GFAP_Stitch.tif,102,189,1.853,0.015,255,472.5,,,
,11.02.23,4.6.24,4.6.24,835,Two,MUT,,,,,,P3_F_1102.23_Ms_GFAP_Stitch.tif,15,70,4.667,0.006,255,1190,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_B_116.23_MsGFAP_Stitch.tif,189,935,4.947,0.062,255,1261.508,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_B_116.23_MsGFAP_Stitch.tif,183,371,2.027,0.025,255,516.967,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_B_116.23_MsGFAP_Stitch.tif,25,151,6.04,0.01,255,1540.2,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_B_116.23_MsGFAP_Stitch.tif,234,478,2.043,0.034,255,520.897,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_B_116.23_MsGFAP_Stitch.tif,230,425,1.848,0.03,255,471.196,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_B_116.23_MsGFAP_Stitch.tif,32,163,5.094,0.012,255,1298.906,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_A_11.6.23_MsGFAP_Stitch.tif,201,439,2.184,0.042,255,556.94,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_A_11.6.23_MsGFAP_Stitch.tif,198,360,1.818,0.034,255,463.636,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_A_11.6.23_MsGFAP_Stitch.tif,21,118,5.619,0.011,255,1432.857,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_A_11.6.23_MsGFAP_Stitch.tif,312,1109,3.554,0.1,255,906.394,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_A_11.6.23_MsGFAP_Stitch.tif,303,652,2.152,0.059,255,548.713,,,
,11.6.23,4.7.24,4.7.24,858,Two,WT,,,,,,P1_A_11.6.23_MsGFAP_Stitch.tif,51,305,5.98,0.028,255,1525,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,P1_C_1106.23_Ms_GFAP_Stitch.tif,799,2352,2.944,0.152,255,750.638,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,P1_C_1106.23_Ms_GFAP_Stitch.tif,767,1508,1.966,0.097,255,501.356,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,P1_C_1106.23_Ms_GFAP_Stitch.tif,106,582,5.491,0.038,255,1400.094,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,NA,NA,NA,NA,NA,NA,NA,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,P1_D_1106.23_Ms_GFAP_Stitch.tif,538,2237,4.158,0.203,255,1060.288,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,P1_D_1106.23_Ms_GFAP_Stitch.tif,515,1061,2.06,0.096,255,525.35,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,P1_D_1106.23_Ms_GFAP_Stitch.tif,67,417,6.224,0.038,255,1587.09,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,P1_D_1106.23_Ms_GFAP_Stitch.tif,318,787,2.475,0.085,255,631.085,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,P1_D_1106.23_Ms_GFAP_Stitch.tif,312,585,1.875,0.063,255,478.125,,,
,11.6.23,4.16.24,4.16.24,604,One,HET,,,,,,P1_D_1106.23_Ms_GFAP_Stitch.tif,37,188,5.081,0.02,255,1295.676,,,
